,Set number,Name,Also known as,Set type,Theme group,Theme,Subtheme,Year released,Tags,Pieces,RRP,Current value,Price per piece,Age range,Packaging,Dimensions,Availability,Notes,Rating,Minifigs,Weight,Barcodes,Designer,Designers,LEGO item numbers
3773,3722-1,Treasure Tomb,,Normal,Historical,Adventurers,Desert,1998,View tags »BirdCameraCarDesertEgyptParrotScorpionsSnakeStatueTemple ,164,$20.00,"
New: ~CA$222
Used: ~CA$64
",12.2c,,Box,,Retail - limited,"Limited release including Toys R Us, US. Same as 5919 but came with a gold case. Same as 5919-1 ", 1 Review,,,,,,
3774,3723-1,LEGO Mini-Figure,,Normal,Model making,Creator Expert,Sculptures,2000,View tags »Brick Built FigureD2cSculptures ,1849,$149.00,"
New: ~CA$1732
Used: ~CA$276
",8.1c,,Box,,LEGO exclusive,,✭✭✭✭✭ 4.3 16 ratings 6 Reviews,,,,,,
3775,3724-1,LEGO Dragon,,Normal,Model making,Creator Expert,Sculptures,2001,View tags »BrickleyD2cDragonOlliSculptures ,1530,$99.00," 
New: ~CA$1590
Used: ~CA$413
",6.5c,,Box,,LEGO exclusive,Random set of the day on 22 Jul 2018, 1 Review,,,,,,
3776,3725-1,1x2 Light Grey Bricks,,Normal,Basic,Bulk Bricks,,2000,View tags »Polybag ,100,$6.00,"
New: ~CA$25
Used:
",6.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3777,3726-1,1x2 Dark Grey Bricks,,Normal,Basic,Bulk Bricks,,2000,View tags »Polybag ,100,$6.00,"
New: ~CA$1
Used:
",6.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3778,3727-1,1x2 Tan Bricks,,Normal,Basic,Bulk Bricks,,2000,View tags »Polybag ,100,$6.00,"
New: 
Used:
",6.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3779,3729-1,2x4 Dark Grey Bricks,,Normal,Basic,Bulk Bricks,,2000,View tags »Polybag ,50,$7.00,"
New: ~CA$16
Used:
",14.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3780,3730-1,2x4 Tan Bricks,,Normal,Basic,Bulk Bricks,,2000,View tags »Polybag ,50,$7.00,"
New: 
Used:
",14.0c,,Polybag,,LEGO exclusive,, 1 Review,,,,,,
3781,373-1,Offshore Rig with Fuel Tanker,Oil Rig And Tanker,Normal,Vintage,LEGOLAND,Boats,1977,View tags »AircraftBaseplateBoatCargo ShipCross PromotionDrillHelicopterShellShipTanker ,460,,"
New: 
Used: ~CA$304
",,,,,,, 4 Reviews,3,,,,,
3782,3731-1,Pumpkin Pack,,Normal,Basic,Bulk Bricks,Seasonal,2000,View tags »HalloweenPolybagPumpkin HeadSpooky ,87,$9.99,"
New: ~CA$44
Used: ~CA$21
",11.5c,,Polybag,,LEGO exclusive,, 5 Reviews,,,,,,
3783,373-2,Ambulance,,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »Ambulance ,65,£1.10,"
New: 
Used: ~CA$95
",1.7p,,Box,,Retail,,Not yet rated,,,,,,
3784,3732-1,Castle Expander Pack,,Normal,Basic,Bulk Bricks,Castle,2000,View tags »Polybag ,24,$4.99,"
New: ~CA$9
Used: ~CA$6
",20.8c,,Polybag,,LEGO exclusive,, 5 Reviews,,,,,,
3785,3733-1,Grey Train Windows with Panes,,Normal,Basic,Bulk Bricks,Trains,2000,View tags »Polybag ,20,$6.00,"
New: ~CA$32
Used:
",30.0c,4+,Polybag,,LEGO exclusive,,Not yet rated,,,UPC: 042884037338EAN: 5702012015250,,,
3786,3734-1,Blue Train Windows with Panes,,Normal,Basic,Bulk Bricks,Trains,2000,View tags »Polybag ,20,$5.99,"
New: ~CA$37
Used:
",30.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3787,3735-1,Grey Train Doors with Panes,,Normal,Basic,Bulk Bricks,Trains,2000,View tags »Polybag ,20,$7.00,"
New: ~CA$44
Used:
",35.0c,4+,Polybag,,LEGO exclusive,,Not yet rated,,0.04Kg (0.09 lb),UPC: 042884037352EAN: 5702012015274,,,
3788,3736-1,Blue Train Doors with Panes,,Normal,Basic,Bulk Bricks,Trains,2000,View tags »Polybag ,20,$7.00,"
New: ~CA$20
Used:
",35.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3789,3737-1,Train Accessories,,Normal,Basic,Bulk Bricks,Trains,2000,View tags »PolybagTrain Accessory ,15,$15.00,"
New: ~CA$44
Used:
",100.0c,,Polybag,,LEGO exclusive,, 1 Review,,,,,,
3790,3738-1,Spruce Tree Large 2 1/2,,Normal,Basic,Bulk Bricks,,2000,View tags »Polybag ,10,$7.00,"
New: ~CA$26
Used: ~CA$14
",70.0c,,Polybag,,LEGO exclusive,, 1 Review,,,,,,
3791,3739-1,Blacksmith Shop,,Normal,Historical,Castle,My Own Creation,2002,View tags »BaseplateBatBedroomBlacksmithFireplaceHouseKitchenShopSpider ,619,£29.99 / $40.00,"
New: ~CA$322
Used: ~CA$223
",4.8p / 6.5c,,Box,,LEGO exclusive,"The first set in the ""My Own Creation"" series. Random set of the day on 29 Mar 2020",✭✭✭✭✭ 4.7 30 ratings 10 Reviews,2,,UPC: 673419015257, Jørn Thomsen ,,
3792,3740-1,Small Locomotive,,Normal,Modern day,Trains,9V,2001,View tags »MultibuildMy Own TrainSteam Locomotive ,67,£9.75 / $15.00,"
New: ~CA$68
Used: ~CA$57
",14.6p / 22.4c,,Box,,LEGO exclusive,"Part of the ""My Own Train"" Locomotive Kits. Contains building instructions for two small locomotives using pieces from this set and from one of the sets 3743-3747. Note: Image shows more pieces than those contained within this set.See also 3743-1 3744-1 3745-1 3746-1 3747-1 ", 1 Review,,,, Jørn Thomsen ,,
3793,374-1,Fire Station,Fire Station With Furnished Office,Normal,Modern day,Town,Classic,1978,View tags »BaseplateFireFire CarFire StationFire TruckTrailerTruck ,349,,"
New: 
Used: ~CA$179
",,,Box,,Retail,Random set of the day on 04 Jul 2019European version of 590-1 ,✭✭✭✭✭ 4.5 17 ratings 6 Reviews,4,,, Daniel August Krentz ,,
3794,3741-1,Large Locomotive,,Normal,Modern day,Trains,9V,2001,View tags »MultibuildMy Own TrainSteam Locomotive ,92,£12.99 / $20.00,"
New: ~CA$152
Used: ~CA$140
",14.1p / 21.7c,,Box,,LEGO exclusive,"Part of the ""My Own Train"" Locomotive Kits. Contains building instructions for two large locomotives using pieces from this set and from one of the sets 3743-3747. Note: Image shows more pieces than those contained within this set.Included in 65536-1 65537-1 See also 3743-1 3744-1 3745-1 3746-1 3747-1 ",Not yet rated,,,, Jørn Thomsen ,,
3795,374-2,Fire Engine,,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »Fire TruckTrailer ,74,£1.18,"
New: 
Used: ~CA$67
",1.6p,,Box,,Retail,,Not yet rated,,,,,,
3796,3742-1,Tender,,Normal,Modern day,Trains,9V,2001,View tags »Freight WagonMy Own TrainSteam Locomotive ,39,£6.99 / $11.00,"
New: ~CA$64
Used: ~CA$79
",17.9p / 28.2c,,Box,,LEGO exclusive,"Part of the ""My Own Train"" Locomotive Kits. Contains building instructions for a tender using pieces from this set and from one of the sets 3743-3747. Note: Image shows more pieces than those contained within this set.Random set of the day on 08 Apr 2019Included in 65536-1 65537-1 See also 3743-1 3744-1 3745-1 3746-1 3747-1 ",Not yet rated,,,, Jørn Thomsen ,,
3797,3743-1,Locomotive Blue Bricks,,Normal,Modern day,Trains,9V,2001,View tags »My Own TrainPolybag ,106,£3.99 / $7.00,"
New: ~CA$26
Used: ~CA$24
",3.8p / 6.6c,,Polybag,,LEGO exclusive,"""My Own Train"" parts pack containing mainly blue pieces for use with the locomotive and tender sets 3740, 3741 and 3742.Random set of the day on 15 Jun 2019Included in 65537-1 See also 3740-1 3741-1 3742-1 ",Not yet rated,,,, Jørn Thomsen ,,
3798,3744-1,Locomotive Green Bricks,,Normal,Modern day,Trains,9V,2001,View tags »My Own TrainPolybag ,106,£3.99 / $7.00,"
New: ~CA$24
Used: ~CA$21
",3.8p / 6.6c,,Polybag,,LEGO exclusive,"""My Own Train"" parts pack containing mainly green pieces for use with the locomotive and tender sets 3740, 3741 and 3742.Random set of the day on 11 Jul 2020See also 3740-1 3741-1 3742-1 ",Not yet rated,,,, Jørn Thomsen ,,
3799,3745-1,Locomotive Black Bricks,,Normal,Modern day,Trains,9V,2001,View tags »My Own TrainPolybag ,106,£3.99 / $7.00,"
New: ~CA$254
Used:
",3.8p / 6.6c,,Polybag,,LEGO exclusive,"""My Own Train"" parts pack containing mainly black pieces for use with the locomotive and tender sets 3740, 3741 and 3742.See also 3740-1 3741-1 3742-1 ",Not yet rated,,,, Jørn Thomsen ,,
3800,3746-1,Locomotive Brown Bricks,,Normal,Modern day,Trains,9V,2001,View tags »My Own TrainPolybag ,106,£3.99 / $7.00,"
New: ~CA$25
Used:
",3.8p / 6.6c,,Polybag,,LEGO exclusive,"""My Own Train"" parts pack containing mainly brown pieces for use with the locomotive and tender sets 3740, 3741 and 3742.See also 3740-1 3741-1 3742-1 ",Not yet rated,,,, Jørn Thomsen ,,
3801,3747-1,Locomotive Dark Grey Bricks,,Normal,Modern day,Trains,9V,2001,View tags »My Own TrainPolybag ,106,£3.99 / $7.00,"
New: ~CA$32
Used:
",3.8p / 6.6c,,Polybag,,LEGO exclusive,"""My Own Train"" parts pack containing mainly dark grey pieces for use with the locomotive and tender sets 3740, 3741 and 3742.See also 3740-1 3741-1 3742-1 ",Not yet rated,,,, Jørn Thomsen ,,
3802,3748-1,Light Unit for Train,,Normal,Modern day,Trains,9V,2001,View tags »9VElectricLight BrickMy Own TrainPolybag ,4,£6.99 / $10.00,"
New: ~CA$39
Used: ~CA$34
",174.8p / 250.0c,,Polybag,,LEGO exclusive,"Part of the ""My Own Train"" Locomotive Kits. Note: Images show more pieces than those contained within this set.",Not yet rated,,,,,,
3803,3750-1,Life On Mars Accessories,,Normal,Basic,Bulk Bricks,Space,2001,View tags »Polybag ,48,$4.99,"
New: ~CA$17
Used:
",10.4c,,Polybag,,LEGO exclusive,, 3 Reviews,,,,,,
3804,3751-1,1x2 Brown Bricks,,Normal,Basic,Bulk Bricks,,2001,View tags »Polybag ,100,$6.00,"
New: ~CA$18
Used:
",6.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3805,375-2,Castle,Fort With Hinged Walls And Knights,Normal,Historical,Castle,Classic,1978,View tags »BaseplateBrick Built AnimalsCastleClassic KnightsDrawbridgeEnclosed FortressHorse ,767,,"
New: ~CA$4233
Used: ~CA$312
",,,Box,,Retail - limited,Random set of the day on 06 Jul 2018European version of 6075-2 ,✭✭✭✭✭ 4.6 108 ratings 26 Reviews,14,,, Daniel August Krentz ,,
3806,3752-1,1x6 Brown Bricks,,Normal,Basic,Bulk Bricks,,2001,View tags »Polybag ,50,$7.00,"
New: 
Used:
",14.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3807,375-3,Refrigerator Truck and Trailer,,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »TrailerTruck ,128,£1.55,"
New: 
Used: ~CA$75
",1.2p,,Box,,Retail,,Not yet rated,,,,,,
3808,3753-1,2x2 Brown Bricks,,Normal,Basic,Bulk Bricks,,2001,View tags »Polybag ,100,$7.00,"
New: 
Used:
",7.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3809,3754-1,2x4 Brown Bricks,,Normal,Basic,Bulk Bricks,,2001,View tags »Polybag ,50,$7.00,"
New: 
Used:
",14.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3810,3755-1,2x4 Roof Tiles Steep Sloped Brown,,Normal,Basic,Bulk Bricks,,2001,View tags »Polybag ,50,$8.00,"
New: ~CA$17
Used:
",16.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3811,3756-1,2x4 Ridge Roof Tiles Steep Sloped Brown,,Normal,Basic,Bulk Bricks,,2001,View tags »Polybag ,25,$5.00,"
New: ~CA$7
Used:
",20.0c,,Polybag,,LEGO exclusive,,Not yet rated,,,,,,
3812,3758-1,Anniversary Bucket,,Normal,Basic,Basic,,1998,View tags »,600,$10.00,"
New: ~CA$38
Used:
",1.7c,,,,,Purple bucket containing 600-pieces.,Not yet rated,,,,,,
3813,3759-1,Anniversary Tub,,Normal,Basic,Basic,,1998,View tags »,1200,,"
New: 
Used:
",,,,,,Purple tub.,Not yet rated,,,,,,
3814,3760-1,Anniversary Bucket,,Normal,Basic,Freestyle,,1998,View tags »Anniversary Set ,410,,"
New: 
Used:
",,,,,,Large purple bucket. 410 pieces.,Not yet rated,,,,,,
3815,376-1,Low loader with Excavator,House With Garden,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »Articulated LorryBackhoeExcavatorTracked VehicleTrailerTruck ,92,£1.75,"
New: 
Used: ~CA$38
",1.9p,,Box,,Retail,, 1 Review,,,,,,
3816,3761-1,Anniversary Tub,,Normal,Basic,Freestyle,,1998,View tags »Anniversary Set ,835,,"
New: ~CA$76
Used:
",,,,,,Purple tub with blue lid. 835 pieces., 1 Review,,,,,,
3817,376-2,House with Garden,,Normal,Modern day,Town,Classic,1978,View tags »BaseplateBbqFurnitureGardenHouseTv ,221,,"
New: 
Used: ~CA$80
",,,,,,Same set as 560.Random set of the day on 27 Mar 2018European version of 560-1 ,✭✭✭✭✩ 4.1 29 ratings 5 Reviews,2,,,,,
3818,3762-1,Limited Edition Duplo Bucket,,Normal,Pre-school,Duplo,,1998,View tags »,70,,"
New: 
Used:
",,,,,,Yellow bucket containing 70-pieces.,Not yet rated,1,,,,,
3819,3770-1,My First Train,,Normal,Pre-school,Duplo,Trains,2005,View tags »ElephantFreight TrainFreight WagonSteam Locomotive ,12,£7.99 / $9.99,"
New: ~CA$32
Used: ~CA$26
",66.6p / 83.3c,,,,,,Not yet rated,1,,,,,
3820,377-1,Shell Service Station,Service Station,Normal,Modern day,Town,Classic,1978,View tags »CarCross PromotionPedestrian CrossingRoad BaseplateService StationShell ,179,,"
New: ~CA$498
Used: ~CA$79
",,,,,,,✭✭✭✭✩ 3.9 39 ratings 5 Reviews,2,,,,,
3821,3771-1,Train Starter Set,,Normal,Pre-school,Duplo,Trains,2005,View tags »CowPassenger TrainTrain StationTrain Track ,65,£34.99 / $49.99,"
New: 
Used:
",53.8p / 76.9c,,,,,,Not yet rated,2,,EAN: 5702014425170,,,
3822,377-2,Crane and Float Truck,,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »Articulated LorryCraneMobile CraneTracked VehicleTrailerTruck ,91,£1.85,"
New: ~CA$444
Used: ~CA$43
",2.0p,,Box,,Retail,,Not yet rated,,,,,,
3823,3772-1,Deluxe Train Set,,Normal,Pre-school,Duplo,Trains,2005,View tags »CraneFreight TrainRailway BuildingTrackside StructureTrain Track ,110,£59.99 / $89.99,"
New: ~CA$143
Used: ~CA$74
",54.5p / 81.8c,,,,,,Not yet rated,3,,,,,
3824,3773-1,Level Crossing,,Normal,Pre-school,Duplo,Trains,2005,View tags »Level CrossingTrackside StructureTrain Track ,14,£6.99 / $7.99,"
New: 
Used: ~CA$19
",49.9p / 57.1c,,,,,,Not yet rated,,,,,,
3825,3774-1,Bridge,,Normal,Pre-school,Duplo,Trains,2005,View tags »Trackside StructureTrain Track ,26,£20.99 / $19.99,"
New: ~CA$44
Used: ~CA$41
",80.7p / 76.9c,,,,,Included in 65766-1 66429-1 , 1 Review,,,EAN: 5702014425200,,,
3826,3775-1,Points,,Normal,Pre-school,Duplo,Trains,2005,View tags »TrackTrain Track ,2,£9.49 / $6.99,"
New: ~CA$14
Used: ~CA$9
",474.5p / 349.5c,,,,,,Not yet rated,,,EAN: 5702014794306,,,
3827,3778-1,Station,,Normal,Pre-school,Duplo,Trains,2005,View tags »Railway BuildingTrain StationTrain Track ,46,£19.99 / $20.00,"
New: 
Used: ~CA$34
",43.5p / 43.5c,,,,,,Not yet rated,2,,,,,
3828,378-1,Tractor,,Normal,Vintage,LEGOLAND,Large Vehicle,1972,View tags »Front LoaderTrailer ,36,,"
New: 
Used: ~CA$86
",,,,,,, 1 Review,,,,,,
3829,3781-1,Maximillian Mouse,Handyman,Normal,Junior,Fabuland,,1982,View tags »,4,,"
New: 
Used: ~CA$12
",,,,,,,Not yet rated,1,,,,,
3830,3782-1,Paul Parrot,Press Photographer,Normal,Junior,Fabuland,,1982,View tags »CameraMotorcycle ,4,,"
New: ~CA$76
Used: ~CA$16
",,,,,,, 1 Review,1,,,,,
3831,3784-1,Hugo Hog the Tinker,Tinker,Normal,Junior,Fabuland,,1982,View tags »,4,,"
New: ~CA$44
Used: ~CA$8
",,,,,,, 1 Review,1,,,,,
3832,3786-1,Boris Bulldog,Postman,Normal,Junior,Fabuland,,1982,View tags »MailPost ,8,,"
New: ~CA$84
Used: ~CA$10
",,,,,,, 1 Review,1,,,,,
3833,3787-1,Hannah Hippopotamus the public gardener,Hannah Hippo,Normal,Junior,Fabuland,,1983,View tags »GardenLawnmower ,8,,"
New: ~CA$41
Used: ~CA$18
",,,,,,,Not yet rated,1,,,,,
3834,3788-1,Paulette Poodles' Living Room,,Normal,Junior,Fabuland,,1983,View tags »BirdCageFurniture ,12,,"
New: ~CA$114
Used: ~CA$14
",,,,,,,Not yet rated,1,,,,,
3835,3789-1,Constable Clarke,Speed Cop,Normal,Junior,Fabuland,,1984,View tags »MotorcyclePolice ,5,,"
New: ~CA$49
Used: ~CA$12
",,,,,,,Not yet rated,1,,,,,
3836,379-1,Bus Station,Bus Station,Normal,Modern day,Town,Classic,1979,View tags »BusLamppostPedestrian CrossingPublic TransportRoad Baseplate ,172,,"
New: ~CA$856
Used: ~CA$64
",,,,,,,✭✭✭✭✩ 4.1 38 ratings 6 Reviews,4,,,,,
3837,3791-1,Wally Walrus,Lisa Lamb With Her Pram,Normal,Junior,Fabuland,,1984,View tags »Street Vendor ,6,,"
New: 
Used: ~CA$17
",,,,,,,Not yet rated,1,,,,,
3838,379-2,Car and Caravan,,Normal,Vintage,LEGOLAND,,1972,View tags »CamperCampingCarCaravanTrailer ,93,,"
New: 
Used: ~CA$36
",,,,,,, 1 Review,,,,,,
3839,3792-1,Bedroom,Lisa Lambs Bedroom,Normal,Junior,Fabuland,,1985,View tags »BedroomFurniture ,14,$3.35,"
New: ~CA$76
Used: ~CA$13
",23.9c,,,,,,Not yet rated,1,,,,,
3840,3793-1,Boris Bulldog and Mailbox,Post Office,Normal,Junior,Fabuland,,1985,View tags »MailMotorcyclePost ,12,,"
New: 
Used: ~CA$23
",,,,,,,Not yet rated,1,,,,,
3841,3794-1,Police Motorcycle,Bulldog On Motorcycle,Normal,Junior,Fabuland,,1985,View tags »MotorcyclePolice ,14,$3.35,"
New: 
Used: ~CA$14
",23.9c,,,,,,Not yet rated,1,,,,,
3842,3795-1,Catherine Cat in her Kitchen,Catherine Cat Kitchen,Normal,Junior,Fabuland,,1985,View tags »FurnitureKitchen ,28,$3.35,"
 New: ~CA$94
Used: ~CA$13
",12.0c,,,,,,Not yet rated,1,,,,,
3843,3796-1,Patricia Piglet at her Bakery,Patricia Piglet Bakery,Normal,Junior,Fabuland,,1986,View tags »,30,$3.35,"
New: ~CA$59
Used: ~CA$22
",11.2c,,,,,,Not yet rated,1,,,,,
3844,3797-1,Fire Chief Boris Bulldog,Fire Chief Barty Bulldog,Normal,Junior,Fabuland,,1987,View tags »Fire Car ,8,,"
New: ~CA$64
Used: ~CA$13
",,,,,,,Not yet rated,1,,,,,
3845,3798-1,Hannah Hippopotamus on a Picnic,Hippo Goes Picnicing,Normal,Junior,Fabuland,,1988,View tags »Baseplate ,24,,"
New: ~CA$70
Used: ~CA$18
",,,,,,Random set of the day on 30 Dec 2019,Not yet rated,1,,,,,
3846,3-8,Mini-Wheel Model Maker No. 3 (Kraft Velveeta),,Normal,Vintage,Samsonite,Model Maker,1971,View tags »CarDelivery TruckPickup TruckTipper TruckTruck ,65,$2.00,"
New: 
Used:
",3.1c,,Box,,Promotional,Kraft Velveeta Promotional Set.USA only..The cover shot for the instructions showed the car with a red roof and back slope. The actual instructions showed 2 black 2X2 tiles and a black slope.,Not yet rated,,,,,,
3847,3800-1,Ultimate Builders Set,,Normal,Technical,Mindstorms,1.5,2001,View tags »9VCd RomElectricElectric Motor ,321,£49.99 / $60.00,"
New: ~CA$133
Used: ~CA$163
",15.6p / 18.7c,,Box,,Retail - limited,, 1 Review,,,,,,
3848,380-1,Village Set,,Normal,Vintage,LEGOLAND,Building,1971,View tags »BaseplateCarFire StationFire TruckHouseTow Truck ,485,£5.90,"
New: 
Used:
",1.2p,,Box,,Retail,,Not yet rated,,,,,,
3849,3801-1,Ultimate Accessory Set,,Normal,Technical,Mindstorms,1.5,2000,View tags »9VAccessoryElectricLight BrickRemote ControlSensor ,45,$50.00,"
New: ~CA$102
Used: ~CA$32
",111.1c,,Box,,Retail - limited,, 1 Review,,,,,,
3850,3803-1,Robotics Invention System Upgrade Kit,,Normal,Technical,Mindstorms,1.0,1999,View tags »Cd Rom ,70,$25.00,"
New: 
Used:
",35.7c,,Box,,Retail - limited,"Upgrades version 1.0 to version 1.5. Contains V1.5 CD-Rom, User Guide, Constructopedia and Test Pad plus 65 extra LEGO elements.",Not yet rated,,,,,,
3851,3804-1,Robotics Invention System V2.0,,Normal,Technical,Mindstorms,2.0,2001,View tags »9VCd RomElectricElectric MotorMultibuildRobotSensor ,717,£159.99 / $200.00,"
New: ~CA$190
Used: ~CA$110
",22.3p / 27.9c,,,55.2 x 32.4 x 11.4 cm (21.7 x 12.8 x 4.5 in),,,✭✭✭✭✭ 4.3 17 ratings 6 Reviews,,2.75Kg (6.06 lb),UPC: 42884038045EAN: 5702012010842,,,NA: 4157396
3852,3805-1,Robotics Invention System Upgrade Kit,,Normal,Technical,Mindstorms,1.5,2001,View tags »Cd Rom ,1,$20.00,"
New: 
Used:
",2000.0c,,Other,,LEGO exclusive,Upgrades version 1.5 to version 2.0. Contains V2.0 CD-Rom only.,Not yet rated,,,,,,
3853,3806-1,Gigamesh G60,,Normal,Technical,Spybotics,,2002,View tags »Cd Rom ,244,£59.99 / $60.00,"
New: ~CA$76
Used:
",24.6p / 24.6c,,,,,Random set of the day on 30 Oct 2019, 1 Review,,,,,,
3854,3807-1,Snaptrax S45,,Normal,Technical,Spybotics,,2002,View tags »Cd RomTracked Vehicle ,202,£59.99 / $60.00,"
New: ~CA$160
Used: ~CA$99
",29.7p / 29.7c,,,,,,Not yet rated,,,,,,
3855,3808-1,Shadowstrike S70,,Normal,Technical,Spybotics,,2002,View tags »Cd Rom ,235,£59.99 / $60.00,"
New: ~CA$93
Used: ~CA$64
",25.5p / 25.5c,,,,,Random set of the day on 28 May 2020, 1 Review,,,,,,
3856,3809-1,Technojaw T55,,Normal,Technical,Spybotics,,2002,View tags »Cd Rom ,260,£59.99 / $60.00,"
New: ~CA$89
Used: ~CA$51
",23.1p / 23.1c,,,,,, 1 Review,,,,,,
3857,381-1,Lorry and Fork Lift Truck,Police Headquarters,Normal,Vintage,LEGOLAND,Vehicle,1973,View tags »Delivery TruckForkliftTruck ,86,£1.25,"
New: 
Used: ~CA$30
",1.5p,,Box,,Retail,Released April 1973 in the UK.,Not yet rated,,,,,,
3858,381-2,Police Headquarters,,Normal,Modern day,Town,Classic,1979,View tags »AircraftCarHelicopterLamppostLanding PadMotorcyclePolicePolice CarPolice HelicopterPolice StationPropeller AircraftRoad Baseplate ,372,,"
New: ~CA$1082
Used: ~CA$99
",,,Box,,Retail,Same set as 588.Random set of the day on 01 Mar 2019European version of 588-1 ,✭✭✭✭✩ 4.2 31 ratings 5 Reviews,4,,,,,
3859,3815-1,Heroic Heroes of the Deep,,Normal,Licensed,SpongeBob SquarePants,,2011,View tags »Patrick StarPlanktonSpongebob Squarepants BoatBoatmobileCarCartoonNickelodeonRobotSecret FormulaSuper Hero ,95,£13.99 / $14.99,"
New: ~CA$51
Used: ~CA$24
",14.7p / 15.8c,5 - 12,Box,26.2 x 14.1 x 4.8 cm (10.3 x 5.6 x 1.9 in),Retail,,✭✭✭✭✩ 3.7 60 ratings 7 Reviews,3,0.17Kg (0.37 lb),UPC: 673419153379EAN: 5702014778078,,,NA: 4630750
3860,3816-1,Glove World,,Normal,Licensed,SpongeBob SquarePants,,2011,View tags »Ice Cream VendorPatrick StarSandy CheeksSpongebob Squarepants CartoonFairgroundFerris WheelFishFrozen TreatsNickelodeon ,169,£18.99 / $19.99,"
New: ~CA$84
Used: ~CA$30
",11.2p / 11.8c,5 - 12,Box,26.2 x 19.1 x 4.6 cm (10.3 x 7.5 x 1.8 in),Retail,,✭✭✭✭✩ 3.5 44 ratings 4 Reviews,4,0.27Kg (0.59 lb),UPC: 673419153386EAN: 5702014778085,,,NA: 4630764
3861,3817-1,The Flying Dutchman,,Normal,Licensed,SpongeBob SquarePants,,2012,View tags »Flying DutchmanPatrick StarSpongebob Squarepants BeachCartoonGalleonGhostGhost ShipIslandNickelodeonPiratesShip ,241,£24.99 / $24.99,"
New: ~CA$87
Used: ~CA$46
",10.4p / 10.4c,6 - 12,Box,35.4 x 19.1 x 5.9 cm (13.9 x 7.5 x 2.3 in),Retail,,✭✭✭✭✩ 3.9 57 ratings 4 Reviews,3,0.39Kg (0.86 lb),UPC: 673419168595EAN: 5702014842700, Adam Grabowski ,,NA: 4654962
3862,3818-1,Bikini Bottom Undersea Party,,Normal,Licensed,SpongeBob SquarePants,,2012,View tags »Mrs PuffPatrick StarSpongebob SquarepantsSquidward Tentacles Baked GoodsBalloonsBikini BottomCartoonConch StreetFine ArtsFrozen TreatsGaryHouseMusicalNickelodeonOctopusPlaygroundSnail ,471,£49.99 / $49.99,"
New: ~CA$243
Used: ~CA$103
",10.6p / 10.6c,6 - 12,Box,48 x 28.2 x 6.1 cm (18.9 x 11.1 x 2.4 in),Retail,,✭✭✭✭✩ 4.1 31 ratings ,4,0.77Kg (1.7 lb),UPC: 673419168359EAN: 5702014842311,,,NA: 4654643
3863,382-1,Breakdown Truck and Car,,Normal,Vintage,LEGOLAND,,1973,View tags »CarTow Truck ,91,£1.65,"
New: 
Used: ~CA$17
",1.8p,,Box,,Retail,Released April 1973 in the UK.European version of 710-1 , 1 Review,,,,,,
3864,3825-1,Krusty Krab,,Normal,Licensed,SpongeBob SquarePants,,2006,View tags »Mr KrabsSpongebob SquarepantsSquidward Tentacles BaseplateBikini BottomCartoonCrabDumpsterKrabby PattyNickelodeonOctopusRestaurantSecret Formula ,295,£19.99 / $19.99,"
New: ~CA$356
Used: ~CA$84
",6.8p / 6.8c,,Box,28.8 x 28.8 x 4.8 cm (11.3 x 11.3 x 1.9 in),Retail,,✭✭✭✭✩ 4.1 69 ratings 14 Reviews,3,0.49Kg (1.08 lb),UPC: 673419079853,,,NA: 4285457
