0,1,2,3
7634-1,87,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.2, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
7635-1,84,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.12, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
7636-1,85,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.14, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
7637-1,81,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.18, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
7638-1,71,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.12, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
76382-1,Unknown,"Average PPP for System in 2021 is 0.13. PPP for this set is 0.12, which is better.",Recommendation: no 79 / 100 → 79 / 100
76383-1,Unknown,"Average PPP for System in 2021 is 0.13. PPP for this set is 0.11, which is better.",Recommendation: meh 84 / 100 → 84 / 100
76384-1,Unknown,"Average PPP for System in 2021 is 0.13. PPP for this set is 0.13, which is average.",Recommendation: meh 80 / 100 → 80 / 100
76385-1,Unknown,"Average PPP for System in 2021 is 0.13. PPP for this set is 0.12, which is better.",Recommendation: meh 80 / 100 → 80 / 100
7639-1,85,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.12, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7641-1,85,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.14, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7642-1,74,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.12, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
7643-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 7.7 / 10 → 77 / 100
7644-1,83,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 4.4 / 5 → 88 / 100
7645-1,88,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 4.7 / 5 → 94 / 100
7646-1,83,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
7647-1,83,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
7648-1,79,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
7649-1,89,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 4.9 / 5 → 98 / 100
7654-1,76,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: yes 4.2 / 5 → 84 / 100
7655-1,74,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.21, which is worse.",Recommendation: yes 9.5 / 10 → 95 / 100
7656-1,83,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7657-1,77,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 54 / 60 → 90 / 100
7658-1,79,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 86 / 100 → 86 / 100
7659-1,78,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.14, which is worse.",Recommendation: yes 55 / 60 → 92 / 100
7660-1,75,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.14, which is worse.",Recommendation: meh 4 / 5 → 80 / 100
7661-1,81,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
7662-1,88,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 4.6 / 5 → 92 / 100
7663-1,77,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: meh 4.8 / 5 → 96 / 100
7664-1,69,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 8 / 10 → 80 / 100
7665-1,90,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: meh 4.6 / 5 → 92 / 100
7666-1,79,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7667-1,75,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: meh 4.1 / 5 → 82 / 100
7668-1,73,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: yes 4.2 / 5 → 84 / 100
7669-1,76,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.15, which is worse.",Recommendation: meh 3.9 / 5 → 78 / 100
7670-1,75,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 8.5 / 10 → 85 / 100
7671-1,82,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
7672-1,78,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: meh 50 / 60 → 83 / 100
7673-1,81,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: meh 8.7 / 10 → 87 / 100
7674-1,74,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: yes 89 / 100 → 89 / 100
7675-1,78,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
7676-1,85,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: yes 9.7 / 10 → 97 / 100
7678-1,77,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: meh 8 / 10 → 80 / 100
7679-1,87,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7680-1,72,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
7681-1,74,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.18, which is worse.",Recommendation: meh 8.5 / 10 → 85 / 100
7682-1,80,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.14, which is better.",Recommendation: yes 4.4 / 5 → 88 / 100
7683-1,84,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.15, which is better.",Recommendation: yes 9.2 / 10 → 92 / 100
7684-1,87,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.16, which is worse.",Recommendation: yes 4.5 / 5 → 90 / 100
7685-1,77,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.13, which is better.",Recommendation: yes 83 / 100 → 83 / 100
7686-1,78,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.13, which is better.",Recommendation: meh 3.9 / 5 → 78 / 100
7687-1,74,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.14, which is better.",Recommendation: meh 8.3 / 10 → 83 / 100
7688-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
76895-1,88,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
76896-1,89,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
76897-1,85,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 5 / 5 → 100 / 100
76898-1,87,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.05, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
76899-1,80,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
7690-1,76,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.15, which is worse.",Recommendation: yes 4.3 / 5 → 86 / 100
7691-1,70,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.15, which is worse.",Recommendation: meh 3.7 / 5 → 74 / 100
7692-1,83,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 4.4 / 5 → 88 / 100
7693-1,78,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
7694-1,74,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.14, which is worse.",Recommendation: meh 4.1 / 5 → 82 / 100
7695-1,75,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
7696-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
7697-1,81,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
7699-1,84,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.16, which is worse.",Recommendation: yes 4.5 / 5 → 90 / 100
7700-1,81,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: meh 8.5 / 10 → 85 / 100
770-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 85 / 100 → 85 / 100
7701-1,79,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: meh 8.5 / 10 → 85 / 100
7702-1,77,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: meh 41 / 50 → 82 / 100
7703-1,73,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: meh 3.7 / 5 → 74 / 100
7704-1,74,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: meh 3.9 / 5 → 78 / 100
7705-1,82,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7706-1,76,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: meh 41 / 50 → 82 / 100
7707-1,79,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 82 / 100 → 82 / 100
7708-1,76,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 45 / 50 → 90 / 100
7709-1,86,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
7710-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
7711-1,62,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: meh 4 / 5 → 80 / 100
7712-1,83,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 89 / 100 → 89 / 100
7713-1,85,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
7714-1,88,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
7715-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 86 / 100 → 86 / 100
7716-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7718-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
7719-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
7720-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 8 / 10 → 80 / 100
7721-1,71,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
7722-1,85,"Average PPP for Robotics & Electronics in 1985 is 0.35. PPP for this set is 0.33, which is better.",Recommendation: yes 4.4 / 5 → 88 / 100
7723-1,67,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.23, which is worse.",Recommendation: no 3.5 / 5 → 70 / 100
7724-1,72,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.18, which is worse.",Recommendation: meh 8 / 10 → 80 / 100
7725-1,77,"Average PPP for Robotics & Electronics in 1981 is 0.39. PPP for this set is 0.39, which is average.",Recommendation: yes 89 / 100 → 89 / 100
7726-1,77,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 77 / 100 → 77 / 100
7727-1,83,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 85 / 100 → 85 / 100
7730-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 89 / 100 → 89 / 100
7731-1,84,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: yes 5 / 5 → 100 / 100
7732-1,80,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.2, which is worse.",Recommendation: meh 4 / 5 → 80 / 100
7733-1,85,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: yes 36 / 40 → 90 / 100
7734-1,78,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
7735-1,81,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.2 / 5 → 84 / 100
7736-1,66,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.18, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
7737-1,79,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 25 / 30 → 83 / 100
7738-1,80,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
7739-1,84,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.17, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
7740-1,93,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.8 / 5 → 96 / 100
7741-1,86,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes 5 / 5 → 100 / 100
7743-1,75,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
7744-1,83,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 8.95 / 10 → 90 / 100
7745-1,86,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.5 / 5 → 90 / 100
7746-1,77,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.17, which is better.",Recommendation: meh 4.2 / 5 → 84 / 100
7747-1,79,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.17, which is better.",Recommendation: yes 4.4 / 5 → 88 / 100
7748-1,76,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.14, which is better.",Recommendation: meh 42 / 50 → 84 / 100
7749-1,80,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.19, which is better.",Recommendation: meh 8.7 / 10 → 87 / 100
7750-1,84,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
775-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
7751-1,79,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.17, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
7752-1,77,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.17, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7753-1,79,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.13, which is better.",Recommendation: meh 42 / 50 → 84 / 100
7754-1,80,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.17, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7755-1,83,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 87 / 100 → 87 / 100
7760-1,93,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9.5 / 10 → 95 / 100
7770-1,76,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
7771-1,84,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 9.2 / 10 → 92 / 100
7772-1,68,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 3.7 / 5 → 74 / 100
7773-1,84,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 9 / 10 → 90 / 100
7774-1,82,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
7775-1,86,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 4.6 / 5 → 92 / 100
7776-1,84,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: yes 4.4 / 5 → 88 / 100
7777-1,64,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 89 / 100 → 89 / 100
7778-1,76,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.13, which is better.",Recommendation: meh 4.1 / 5 → 82 / 100
7779-1,70,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: meh 4 / 5 → 80 / 100
7780-1,69,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: meh 3.9 / 5 → 78 / 100
7781-1,87,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
7782-1,84,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes 8.9 / 10 → 89 / 100
7783-1,89,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
7784-1,87,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
7785-1,83,"Average PPP for System in 2006 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
7786-1,79,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: yes 4.2 / 5 → 84 / 100
7787-1,77,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 3.9 / 5 → 78 / 100
7789-1,72,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.18, which is worse.",Recommendation: meh 4.1 / 5 → 82 / 100
77904-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
77905-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.17, which is worse.",Recommendation: yes 4.3 / 5 → 86 / 100
77906-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.16, which is worse.",Recommendation: no B → 70 / 100
77907-1,88,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.17, which is worse.",Recommendation: meh 4.75 / 5 → 95 / 100
7793-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 62 / 100 → 62 / 100
7797-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
7798-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 2.8 / 5 → 56 / 100
7799-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
7800-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 4 / 5 → 80 / 100
780-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
7801-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
7802-1,68,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.12, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
7803-1,71,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.6 / 5 → 72 / 100
7804-1,90,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 5 / 5 → 100 / 100
7805-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.4 / 5 → 68 / 100
7808-1,80,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.8 / 5 → 96 / 100
7810-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 85 / 100 → 85 / 100
7813-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 86 / 100 → 86 / 100
7814-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
7815-1,89,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 90 / 100 → 90 / 100
7816-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
7817-1,Unknown,"Average PPP for Robotics & Electronics in 1985 is 0.35. PPP for this set is 0.4, which is worse.",Recommendation: meh 74 / 100 → 74 / 100
7818-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 81 / 100 → 81 / 100
7819-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
7820-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
7821-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
7822-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 89 / 100 → 89 / 100
7823-1,88,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
7824-1,88,"Average PPP for Robotics & Electronics in 1983 is 0.23. PPP for this set is 0.23, which is average.",Recommendation: yes 4.4 / 5 → 88 / 100
7825-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
7830-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 62 / 100 → 62 / 100
783-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 34 / 100 → 34 / 100
7831-1,Unknown,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.04, which is better.",Recommendation: meh 75 / 100 → 75 / 100
7834-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 76 / 100 → 76 / 100
7835-1,83,"Average PPP for Robotics & Electronics in 1985 is 0.35. PPP for this set is 0.33, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
7836-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 67 / 100 → 67 / 100
7837-1,Unknown,"Average PPP for System in 2002 is 0.18. PPP for this set is 0.04, which is better.",Recommendation: meh 71 / 100 → 71 / 100
7838-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 87 / 100 → 87 / 100
7839-1,87,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.6 / 5 → 92 / 100
7840-1,Unknown,"Average PPP for Baby in 2005 is 1.21. PPP for this set is 1.02, which is better.",Recommendation: meh 67 / 100 → 67 / 100
7842-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
7843-1,Unknown,"Average PPP for Baby in 2005 is 1.21. PPP for this set is 1.64, which is worse.",Recommendation: no 60 / 100 → 60 / 100
7844-1,Unknown,"Average PPP for Baby in 2006 is 0.82. PPP for this set is 0.63, which is better.",Recommendation: yes
7846-1,Unknown,"Average PPP for Baby in 2006 is 0.82. PPP for this set is 0.86, which is worse.",Recommendation: meh 75 / 100 → 75 / 100
7848-1,82,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.15, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
7850-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
7851-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
7852-1,69,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
7853-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
7854-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 85 / 100 → 85 / 100
7855-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
7856-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 84 / 100 → 84 / 100
7857-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
78579-1,Unknown,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.17, which is better.",Recommendation: no 37 / 100 → 37 / 100
7858-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 84 / 100 → 84 / 100
7859-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 89 / 100 → 89 / 100
7860-1,88,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 88 / 100 → 88 / 100
7861-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
7862-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 61 / 100 → 61 / 100
7863-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 79 / 100 → 79 / 100
7864-1,86,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 90 / 100 → 90 / 100
7865-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 81 / 100 → 81 / 100
7866-1,95,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 40 / 40 → 100 / 100
7867-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 91 / 100 → 91 / 100
7868-1,70,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.15, which is average.",Recommendation: meh 3.9 / 5 → 78 / 100
7869-1,72,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.14, which is better.",Recommendation: meh 42 / 50 → 84 / 100
7870-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
787-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 87 / 100 → 87 / 100
7871-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
7872-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
7873-1,67,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.4 / 5 → 68 / 100
7875-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
7876-1,Unknown,"Average PPP for System in 2007 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 74 / 100 → 74 / 100
7877-1,71,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.18, which is worse.",Recommendation: meh 8 / 10 → 80 / 100
78777-1,Unknown,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.1, which is better.",Recommendation: meh 62 / 100 → 62 / 100
7879-1,74,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.14, which is better.",Recommendation: yes 8.1 / 10 → 81 / 100
78800-1,Unknown,"Average PPP for System in 2001 is 0.23. PPP for this set is 0.23, which is average.",Recommendation: meh 63 / 100 → 63 / 100
7880-1,Unknown,"Average PPP for Baby in 2006 is 0.82. PPP for this set is 2.12, which is worse.",Recommendation: yes
7882-1,Unknown,"Average PPP for Baby in 2006 is 0.82. PPP for this set is 1.95, which is worse.",Recommendation: meh 70 / 100 → 70 / 100
7883-1,Unknown,"Average PPP for Baby in 2006 is 0.82. PPP for this set is 0.9, which is worse.",Recommendation: no 50 / 100 → 50 / 100
