,0,1,2
8774,75951-1,CA $38.45,CA $22.31
8775,75952-1,CA $92.34,CA $38.91
8776,75953-1,CA $112.29,CA $78.27
8777,75954-1,CA $179.80,CA $125.62
8778,75955-1,CA $149.86,CA $100.99
8779,75956-1,CA $74.58,CA $51.64
8780,75957-1,CA $63.30,CA $40.03
8781,75958-1,CA $74.68,CA $57.80
8782,7596-1,CA $127.59,CA $70.61
8783,75964-1,CA $57.28,-
8784,75965-1,CA $38.42,CA $23.37
8785,75966-1,CA $31.10,CA $29.54
8786,75967-1,CA $42.51,CA $21.65
8787,75968-1,CA $100.93,-
8788,75969-1,CA $153.32,CA $96.33
8789,75970-1,CA $23.69,CA $12.93
8790,7597-1,CA $254.88,CA $136.31
8791,75971-1,CA $32.96,CA $19.27
8792,75972-1,CA $47.78,CA $30.42
8793,75973-1,CA $65.62,-
8794,75974-1,CA $82.54,-
8795,75975-1,CA $134.94,CA $81.63
8796,75976-1,CA $43.91,CA $45.72
8797,75977-1,CA $71.01,CA $34.18
8798,75978-1,CA $529.12,-
8799,75979-1,CA $76.12,CA $59.64
8800,75980-1,CA $170.49,CA $161.25
8801,7598-1,CA $156.92,CA $104.47
8802,75981-1,CA $39.70,CA $27.83
8803,75987-1,CA $55.49,-
8804,7599-1,CA $164.70,CA $110.05
8805,75995-1,"CA $2,825.16",-
8806,75996-1,CA $377.20,CA $102.75
8807,75997-1,CA $234.87,CA $78.98
8808,76000-1,CA $49.02,CA $23.06
8809,7600-1,CA $108.61,-
8810,76001-1,CA $90.36,CA $44.51
8811,76002-1,CA $26.54,CA $13.76
8812,76003-1,CA $68.08,CA $39.03
8813,76004-1,CA $59.38,CA $24.83
8814,76005-1,CA $109.39,CA $63.91
8815,76006-1,CA $64.41,CA $32.15
8816,76007-1,CA $128.37,CA $52.76
8817,76008-1,CA $52.32,CA $31.73
8818,76009-1,CA $37.57,CA $20.96
8819,76010-1,CA $27.71,CA $14.91
8820,76011-1,CA $50.89,CA $23.95
8821,76012-1,CA $57.00,CA $29.76
8822,76013-1,CA $78.89,CA $43.34
8823,76014-1,CA $27.69,CA $12.05
8824,76015-1,CA $60.80,CA $25.93
8825,76016-1,CA $65.66,CA $35.29
8826,76017-1,CA $54.42,CA $24.88
8827,76018-1,CA $89.31,CA $43.28
8828,76019-1,CA $62.17,CA $31.27
8829,760-2,CA $481.57,CA $105.16
8830,76020-1,CA $82.23,CA $45.58
8831,7602-1,CA $25.21,CA $4.92
8832,76021-1,CA $218.03,CA $130.18
8833,76022-1,CA $99.22,CA $32.22
8834,76023-1,CA $689.72,CA $440.93
8835,76025-1,CA $45.76,CA $23.05
8836,76026-1,CA $82.76,CA $48.96
8837,76027-1,CA $63.07,CA $31.14
8838,76028-1,CA $106.65,CA $56.52
8839,76029-1,CA $40.07,CA $23.90
8840,76030-1,CA $51.83,CA $22.84
8841,76031-1,CA $113.60,CA $54.15
8842,76032-1,CA $144.98,CA $104.46
8843,76034-1,CA $77.20,CA $28.52
8844,76035-1,CA $217.98,CA $102.78
8845,76036-1,CA $36.56,CA $18.57
8846,76037-1,CA $73.60,CA $56.37
8847,76038-1,CA $268.39,CA $137.16
8848,76039-1,CA $92.11,CA $65.69
8849,76040-1,CA $81.53,CA $39.73
8850,7604-1,CA $23.34,CA $3.92
8851,76041-1,CA $115.11,CA $54.18
8852,76042-1,CA $792.45,CA $538.34
8853,76044-1,CA $26.79,CA $16.28
8854,76045-1,CA $59.46,CA $32.98
8855,76046-1,CA $77.66,CA $42.29
8856,76047-1,CA $103.51,CA $40.55
8857,76048-1,CA $67.32,CA $25.33
8858,76049-1,CA $134.63,CA $37.04
8859,76050-1,CA $42.35,CA $24.27
8860,76051-1,CA $220.01,CA $123.75
8861,76052-1,CA $358.89,CA $154.23
8862,76053-1,CA $37.03,CA $19.64
8863,76054-1,CA $81.82,CA $25.76
8864,76055-1,CA $109.96,CA $44.43
8865,76056-1,CA $56.92,CA $32.65
8866,76057-1,CA $194.81,CA $121.51
8867,76058-1,CA $57.42,CA $22.30
8868,76059-1,CA $69.15,CA $51.75
8869,76060-1,CA $82.31,CA $50.83
8870,7606-1,CA $26.00,CA $8.85
8871,76061-1,CA $20.20,CA $10.26
8872,76062-1,CA $19.05,CA $12.45
8873,76063-1,CA $28.44,CA $12.14
8874,76064-1,CA $19.89,CA $10.06
8875,76065-1,CA $20.51,CA $9.01
8876,76066-1,CA $24.85,CA $10.50
8877,76067-1,CA $76.74,CA $15.14
8878,76068-1,CA $18.81,CA $8.66
8879,76069-1,CA $16.81,CA $6.97
8880,76070-1,CA $17.22,CA $6.41
8881,76071-1,CA $20.01,CA $9.56
8882,76072-1,CA $27.80,CA $13.59
8883,76073-1,CA $21.11,CA $9.74
8884,76075-1,CA $55.66,CA $40.30
8885,76076-1,CA $57.87,CA $19.85
8886,76077-1,CA $64.09,CA $32.29
8887,76078-1,CA $108.66,CA $44.13
8888,76079-1,CA $51.09,CA $21.92
8889,76080-1,CA $73.13,CA $31.85
8890,76081-1,CA $164.34,CA $91.12
8891,76082-1,CA $37.45,CA $20.91
8892,76083-1,CA $87.09,CA $30.41
8893,76084-1,CA $90.53,CA $39.42
8894,76085-1,CA $27.99,CA $21.15
8895,76086-1,CA $71.37,CA $41.57
8896,76087-1,CA $173.65,CA $128.42
8897,76088-1,CA $138.09,CA $57.02
8898,76089-1,CA $17.38,CA $10.15
8899,76090-1,CA $16.59,CA $4.76
8900,7609-1,CA $19.93,-
8901,76091-1,CA $18.09,CA $10.42
8902,76092-1,CA $20.08,CA $10.70
8903,76093-1,CA $17.54,CA $12.12
8904,76094-1,CA $15.23,CA $7.49
8905,76095-1,CA $76.76,CA $46.80
8906,76096-1,CA $35.23,CA $22.01
8907,76097-1,CA $59.49,CA $23.12
8908,76098-1,CA $65.84,CA $54.23
8909,76099-1,CA $45.60,CA $23.63
8910,76100-1,CA $72.47,CA $43.69
8911,7610-1,CA $17.66,CA $1.98
8912,76101-1,CA $25.34,CA $13.15
8913,76102-1,CA $49.39,CA $20.80
8914,76103-1,CA $135.70,CA $65.58
8915,76104-1,CA $59.91,CA $23.39
8916,76105-1,CA $261.34,CA $181.09
8917,76107-1,CA $130.42,CA $62.59
8918,76108-1,CA $252.46,CA $173.65
8919,76109-1,CA $43.11,CA $21.22
8920,76110-1,CA $33.72,CA $19.40
8921,7611-1,CA $16.71,CA $3.21
8922,76111-1,CA $46.69,CA $25.69
8923,76112-1,CA $145.57,CA $66.06
8924,76113-1,CA $42.45,CA $19.10
8925,76114-1,CA $54.09,CA $17.47
8926,76115-1,CA $76.13,CA $38.52
8927,76116-1,CA $37.68,CA $18.62
8928,76117-1,CA $56.22,CA $66.00
8929,76118-1,CA $37.49,CA $28.26
8930,76119-1,CA $56.26,CA $40.94
8931,76120-1,CA $69.29,CA $51.37
8932,76122-1,CA $146.20,CA $77.82
8933,76123-1,CA $33.18,CA $19.86
8934,76124-1,CA $51.22,CA $27.30
8935,76125-1,CA $84.98,CA $39.79
8936,76126-1,CA $123.93,CA $82.37
8937,76127-1,CA $53.43,CA $30.74
8938,76128-1,CA $40.42,CA $25.14
8939,76129-1,CA $58.75,CA $30.16
8940,76130-1,CA $88.06,CA $48.43
8941,7613-1,CA $25.06,CA $14.17
8942,76131-1,CA $152.46,CA $86.79
8943,76133-1,CA $25.25,CA $5.42
8944,76134-1,CA $40.82,CA $23.94
8945,76137-1,CA $17.53,CA $17.81
8946,76138-1,CA $50.47,CA $23.12
8947,76139-1,CA $418.39,CA $295.48
8948,76140-1,CA $17.88,CA $7.87
8949,76141-1,CA $16.33,CA $8.76
8950,76142-1,CA $32.12,CA $12.83
8951,76143-1,CA $50.69,CA $51.73
8952,76144-1,CA $75.20,CA $28.70
8953,76146-1,CA $18.36,CA $11.56
8954,76147-1,CA $30.70,-
8955,76148-1,CA $35.60,CA $25.67
8956,76149-1,CA $43.51,-
8957,76150-1,CA $47.79,-
8958,76151-1,CA $111.18,CA $19.49
8959,76152-1,CA $74.45,-
8960,76153-1,CA $163.41,CA $101.31
8961,76157-1,CA $56.11,CA $54.86
8962,76158-1,CA $13.81,-
8963,76159-1,CA $64.80,-
8964,76160-1,CA $110.02,-
8965,76161-1,CA $323.41,CA $198.88
8966,76162-1,CA $43.73,CA $31.67
8967,76163-1,CA $39.15,CA $24.40
8968,76164-1,CA $54.19,-
8969,76165-1,CA $96.44,CA $44.95
8970,76166-1,CA $130.32,-
8971,76167-1,CA $43.26,-
8972,7620-1,CA $87.15,CA $45.69
8973,7621-1,CA $222.54,CA $79.97
8974,7622-1,CA $251.33,CA $117.05
8975,7623-1,CA $459.42,CA $199.85
8976,7624-1,CA $92.35,CA $43.73
8977,7625-1,CA $130.66,CA $55.26
8978,7626-1,CA $176.99,CA $80.58
8979,7627-1,CA $369.52,CA $197.06
8980,7628-1,CA $236.68,CA $137.76
8981,7630-1,CA $51.57,CA $18.71
8982,7631-1,CA $92.03,CA $28.75
8983,7632-1,CA $197.00,CA $107.09
8984,7633-1,CA $308.95,CA $157.99
8985,7634-1,CA $61.72,CA $26.44
8986,7635-1,CA $71.81,CA $33.54
8987,7636-1,CA $277.12,CA $104.90
8988,7637-1,CA $324.87,CA $166.88
8989,7638-1,CA $60.51,CA $17.17
8990,7639-1,CA $68.57,CA $25.19
8991,7641-1,CA $155.45,CA $72.80
8992,7642-1,CA $353.44,CA $153.91
8993,7643-1,CA $51.11,CA $25.41
8994,7644-1,CA $305.29,CA $144.62
8995,7645-1,CA $206.74,CA $110.83
8996,7646-1,CA $90.25,CA $57.50
8997,7647-1,CA $127.15,CA $41.04
8998,7648-1,CA $85.76,CA $18.97
8999,7649-1,CA $428.86,CA $280.08
9000,7654-1,CA $71.87,CA $34.76
9001,7655-1,CA $91.85,CA $30.76
9002,7656-1,CA $103.47,CA $42.21
9003,7657-1,CA $134.45,CA $66.51
9004,7658-1,CA $137.30,CA $81.97
9005,7659-1,CA $186.00,CA $92.12
9006,7660-1,CA $119.80,CA $53.24
9007,7661-1,CA $279.54,CA $135.14
9008,7662-1,CA $797.97,CA $395.06
9009,7663-1,CA $91.42,CA $57.13
9010,7664-1,CA $171.06,CA $102.22
9011,7665-1,CA $441.71,CA $259.82
9012,7666-1,CA $237.75,CA $130.26
9013,7667-1,CA $61.14,CA $26.74
9014,7668-1,CA $73.06,CA $24.07
9015,7669-1,CA $131.32,CA $31.13
9016,7669-2,CA $108.78,CA $39.03
9017,7670-1,CA $118.09,CA $49.62
9018,7670-2,CA $127.70,CA $70.05
9019,7671-1,CA $145.22,CA $80.24
9020,7672-1,CA $309.55,CA $110.17
9021,7673-1,CA $158.71,CA $86.16
9022,7674-1,CA $289.65,CA $136.09
9023,7675-1,CA $500.76,CA $280.99
9024,7676-1,CA $901.50,CA $464.07
9025,7678-1,CA $102.53,CA $61.85
9026,7679-1,CA $296.76,CA $137.14
9027,7680-1,CA $314.50,CA $182.91
9028,7681-1,CA $178.56,CA $46.20
9029,7682-1,CA $208.35,CA $91.28
9030,7683-1,CA $313.42,CA $147.45
9031,7684-1,CA $184.11,CA $102.01
9032,7685-1,CA $102.20,CA $50.28
9033,7686-1,CA $106.19,CA $43.32
9034,7687-1,CA $52.82,CA $28.24
9035,7688-1,CA $48.03,CA $18.26
9036,76895-1,CA $39.28,CA $23.75
9037,76896-1,CA $36.56,CA $26.73
9038,76897-1,CA $35.72,CA $35.11
9039,76898-1,CA $63.72,CA $39.78
9040,76899-1,CA $90.63,CA $77.20
9041,7690-1,CA $510.53,CA $155.52
9042,7691-1,CA $201.43,CA $90.44
9043,7692-1,CA $199.76,CA $72.92
9044,7693-1,CA $82.53,CA $30.92
9045,7694-1,CA $76.93,CA $17.57
9046,7695-1,CA $40.13,CA $10.52
9047,7696-1,CA $95.51,CA $50.80
9048,7697-1,CA $127.39,CA $56.41
9049,7699-1,CA $226.32,CA $98.20
9050,7700-1,CA $156.71,CA $42.91
9051,770-1,CA $192.65,CA $30.24
9052,7701-1,CA $86.54,CA $35.06
9053,7702-1,-,CA $31.95
9054,7703-1,CA $66.89,CA $30.72
9055,7704-1,CA $71.36,CA $30.08
9056,7705-1,CA $105.22,CA $55.26
9057,7706-1,CA $163.72,CA $52.18
9058,7707-1,CA $169.72,CA $78.44
9059,7708-1,CA $33.87,CA $10.87
9060,7709-1,CA $316.68,CA $198.85
9061,7710-1,-,CA $237.98
9062,7711-1,CA $43.22,CA $13.58
9063,7712-1,CA $212.40,CA $105.78
9064,7713-1,-,CA $242.81
9065,7714-1,CA $175.27,CA $105.90
9066,7715-1,"CA $1,097.30",CA $240.06
9067,7716-1,CA $27.30,CA $8.01
9068,7717-1,CA $45.52,CA $8.01
9069,7718-1,CA $27.89,CA $7.01
9070,7719-1,CA $19.30,CA $6.81
9071,7720-1,-,CA $169.24
9072,7721-1,CA $379.36,CA $128.44
9073,7722-1,"CA $1,256.38",CA $213.68
9074,7723-1,CA $98.45,CA $36.68
9075,7724-1,CA $56.10,CA $35.67
9076,7725-1,"CA $2,118.87",CA $393.45
9077,7726-1,CA $90.52,CA $42.00
9078,7727-1,-,CA $491.88
9079,7730-1,-,CA $396.29
9080,7731-1,CA $60.46,CA $14.28
9081,7732-1,CA $63.14,CA $18.81
9082,7733-1,CA $136.95,CA $56.04
9083,7734-1,CA $324.86,CA $112.84
9084,7735-1,"CA $3,881.08",CA $384.08
9085,7736-1,CA $18.95,CA $5.61
9086,7737-1,CA $44.43,CA $13.46
9087,7738-1,CA $113.26,CA $45.49
9088,7739-1,CA $222.01,CA $89.62
9089,7740-1,-,CA $419.76
9090,7741-1,CA $31.78,CA $9.75
9091,7743-1,CA $128.88,CA $48.03
9092,7744-1,CA $365.96,CA $104.20
9093,7745-1,"CA $1,271.50",CA $427.87
9094,7746-1,CA $82.87,CA $50.65
9095,7747-1,CA $204.15,CA $128.65
9096,7748-1,CA $93.39,CA $46.76
9097,7749-1,CA $80.72,CA $43.18
9098,7750-1,-,"CA $1,042.50"
9099,775-1,-,CA $38.53
9100,7751-1,CA $276.51,CA $175.86
9101,7752-1,CA $188.39,CA $103.51
9102,7753-1,CA $121.48,CA $59.91
9103,7754-1,CA $251.62,CA $170.32
9104,7755-1,-,CA $305.30
9105,7760-1,-,CA $458.35
9106,7770-1,CA $35.76,CA $11.98
9107,7771-1,CA $51.53,CA $20.76
9108,7772-1,CA $53.82,CA $24.28
9109,7773-1,CA $153.79,CA $36.28
9110,7774-1,CA $173.28,CA $61.10
9111,7775-1,CA $228.45,CA $116.78
9112,7776-1,CA $196.34,CA $63.74
9113,7778-1,CA $191.40,CA $86.43
9114,7779-1,CA $159.89,CA $55.91
9115,7780-1,CA $282.07,CA $106.86
9116,7781-1,CA $331.68,CA $171.66
9117,7782-1,CA $318.36,CA $153.84
9118,7783-1,CA $723.78,CA $395.48
9119,7784-1,CA $686.99,CA $290.76
9120,7785-1,CA $584.04,CA $379.97
9121,7786-1,CA $403.99,CA $172.33
9122,7787-1,CA $378.62,CA $275.78
9123,7789-1,CA $47.64,CA $25.45
9124,7790-1,-,CA $35.31
9125,77901-1,CA $827.66,CA $131.68
9126,77902-1,CA $684.19,-
9127,77903-1,CA $689.54,-
9128,77904-1,CA $190.03,-
9129,77905-1,CA $131.96,CA $100.00
9130,77906-1,CA $104.44,-
9131,77907-1,CA $76.11,-
9132,7793-1,-,CA $35.03
9133,7795-1,-,CA $49.41
9134,7797-1,CA $19.75,CA $7.39
9135,7798-1,CA $18.36,CA $6.72
9136,7799-1,CA $8.42,CA $2.64
9137,7800-1,CA $9.80,CA $2.15
9138,780-1,CA $389.56,CA $56.12
9139,7801-1,CA $7.78,CA $2.98
9140,7802-1,CA $15.77,CA $3.58
9141,7803-1,CA $10.56,CA $3.71
9142,7804-1,CA $13.42,CA $4.92
9143,7805-1,CA $14.11,CA $3.68
9144,7808-1,CA $9.44,CA $3.52
9145,7810-1,CA $560.26,CA $172.73
9146,781-1,-,CA $57.80
9147,7813-1,CA $287.89,CA $85.92
9148,7814-1,CA $482.63,CA $88.25
9149,7815-1,CA $902.03,CA $258.77
9150,7816-1,CA $266.82,CA $77.60
9151,7817-1,CA $204.29,CA $84.18
9152,7818-1,CA $479.51,CA $69.83
9153,7819-1,CA $570.22,CA $222.78
9154,7820-1,CA $592.49,CA $152.35
9155,7821-1,CA $206.45,CA $63.78
9156,7822-1,-,CA $182.12
9157,7823-1,CA $442.15,CA $194.60
9158,7824-1,CA $431.31,CA $152.78
9159,7825-1,-,CA $39.24
9160,7830-1,-,CA $13.74
9161,783-1,-,CA $12.84
9162,7831-1,-,CA $11.62
9163,7834-1,CA $248.24,CA $81.63
9164,7835-1,CA $203.73,CA $96.08
9165,7837-1,CA $102.62,-
9166,7838-1,CA $834.83,CA $158.25
9167,7839-1,CA $409.05,CA $175.58
9168,7840-1,-,CA $66.71
9169,7841-1,-,CA $76.91
9170,7842-1,-,CA $10.99
9171,7843-1,-,CA $204.04
9172,7844-1,-,CA $36.10
9173,7846-1,-,CA $216.55
9174,7848-1,CA $173.44,CA $89.01
9175,7850-1,CA $50.10,CA $21.04
9176,785-1,-,-
9177,7851-1,CA $21.31,CA $11.56
9178,7852-1,CA $19.26,CA $11.32
9179,7853-1,CA $25.73,CA $7.82
9180,7854-1,CA $58.51,CA $18.03
9181,7855-1,CA $18.05,CA $7.87
9182,7856-1,CA $100.79,CA $43.84
9183,7857-1,CA $28.65,CA $12.30
9184,78579-2,-,CA $35.00
9185,7858-1,CA $135.37,CA $61.71
9186,7859-1,CA $137.02,CA $69.18
9187,78597-1,CA $44.95,-
9188,7860-1,CA $228.96,CA $104.26
9189,7861-1,CA $91.64,CA $51.00
9190,7862-1,CA $219.33,CA $139.81
9191,7863-1,CA $112.80,CA $56.24
9192,7864-1,CA $90.78,CA $44.86
9193,7865-1,CA $385.91,CA $122.87
9194,7866-1,CA $894.63,CA $250.60
9195,7867-1,CA $139.17,CA $64.06
9196,78675-1,-,-
9197,7868-1,CA $231.26,CA $128.57
9198,7869-1,CA $235.48,CA $111.87
9199,7870-1,CA $86.32,-
9200,787-1,CA $138.44,CA $31.39
9201,7871-1,CA $17.95,CA $11.14
9202,7872-1,CA $17.85,CA $5.14
9203,7873-1,CA $12.95,CA $3.02
9204,7875-1,CA $19.44,CA $3.95
9205,7876-1,CA $15.12,CA $8.18
9206,7877-1,CA $136.61,CA $58.85
9207,78777-1,CA $58.85,-
9208,7879-1,CA $256.77,CA $147.86
9209,78800-1,CA $107.60,CA $64.21
9210,7880-1,-,CA $211.04
9211,7881-1,CA $127.15,CA $110.49
9212,7882-1,CA $406.51,CA $68.05
9213,7883-1,CA $54.93,CA $37.65
9214,7884-1,CA $261.89,CA $118.05
9215,7885-1,CA $163.69,CA $93.97
9216,7886-1,CA $409.10,CA $123.51
9217,7888-1,CA $672.12,CA $259.04
9218,7890-1,CA $66.06,CA $21.74
9219,789-1,-,-
9220,7891-1,CA $65.87,CA $21.49
9221,7892-1,CA $241.39,CA $75.95
9222,7893-1,CA $440.42,CA $144.46
9223,7893-2,CA $834.83,-
9224,7894-1,CA $490.51,CA $119.19
9225,7894-2,CA $513.74,-
9226,7895-1,CA $31.20,CA $18.74
9227,7896-1,CA $55.34,CA $42.44
9228,7897-1,CA $457.48,CA $190.77
9229,7898-1,CA $505.14,CA $193.13
9230,7899-1,CA $119.74,CA $51.59
9231,79000-1,CA $51.69,CA $28.48
9232,7900-1,CA $251.61,CA $95.76
9233,79001-1,CA $85.48,CA $53.49
9234,79002-1,CA $150.90,CA $69.65
9235,79003-1,CA $385.93,CA $187.16
9236,79004-1,CA $146.21,CA $76.35
9237,79005-1,CA $67.13,CA $30.07
9238,79006-1,CA $126.77,CA $61.41
9239,79007-1,CA $293.97,CA $218.16
9240,79008-1,CA $337.03,CA $232.36
9241,79010-1,CA $253.93,CA $129.74
9242,7901-1,CA $26.95,CA $10.41
9243,79011-1,CA $61.83,CA $27.57
9244,79012-1,CA $156.95,CA $70.44
9245,79013-1,CA $204.84,CA $127.55
9246,79014-1,CA $262.44,CA $112.07
9247,79015-1,CA $69.05,CA $49.56
9248,79016-1,CA $113.55,CA $49.68
9249,79017-1,CA $225.10,CA $105.21
9250,79018-1,CA $482.32,CA $314.21
9251,7902-1,CA $34.55,CA $9.36
9252,7903-1,CA $55.76,CA $24.71
9253,7904-1,CA $98.23,CA $42.74
9254,7905-1,CA $469.96,CA $237.04
9255,7906-1,CA $153.99,CA $49.06
9256,7907-1,CA $49.71,CA $22.27
9257,79100-1,CA $32.55,CA $24.86
9258,7910-1,CA $31.37,CA $13.47
9259,79101-1,CA $51.47,CA $24.56
9260,79102-1,CA $50.11,CA $20.05
9261,79103-1,CA $131.77,CA $67.45
9262,79104-1,CA $119.69,-
9263,79104-2,CA $106.48,CA $69.90
9264,79104-3,CA $112.48,CA $57.09
9265,79105-1,CA $92.06,CA $45.50
9266,79106-1,CA $50.78,CA $38.21
9267,79107-1,CA $58.25,CA $35.30
9268,79108-1,CA $128.94,CA $71.22
9269,79109-1,CA $125.50,CA $88.30
9270,791-1,-,CA $21.17
9271,79110-1,CA $139.86,CA $91.73
9272,7911-1,CA $14.28,CA $5.69
9273,79111-1,CA $330.75,CA $269.34
9274,79115-1,CA $120.22,CA $36.36
9275,79116-1,CA $119.38,CA $73.59
9276,79117-1,CA $169.19,CA $111.33
9277,79118-1,CA $23.73,CA $16.25
9278,79119-1,CA $81.22,CA $30.47
9279,79120-1,CA $103.98,CA $43.49
9280,7912-1,CA $26.08,CA $8.16
9281,79121-1,CA $88.40,CA $56.86
9282,79122-1,CA $128.78,CA $160.55
9283,7913-1,CA $83.74,CA $39.44
9284,7914-1,CA $77.79,CA $37.88
9285,7915-1,CA $72.69,CA $30.00
9286,7917-1,CA $14.07,CA $3.53
9287,7918-1,CA $20.58,CA $4.92
9288,791901-1,CA $5.77,-
9289,791902-1,CA $6.67,-
9290,791903-1,CA $6.36,-
9291,7919-1,CA $10.92,CA $2.03
9292,792004-1,CA $5.39,-
9293,792005-1,CA $6.58,-
9294,792006-1,CA $6.21,-
9295,792007-1,CA $6.22,-
9296,792008-1,CA $7.14,-
9297,792009-1,CA $6.33,-
9298,7920-1,CA $15.35,CA $4.92
9299,7921-1,-,CA $13.95
9300,7922-1,CA $11.97,CA $5.68
9301,7923-1,CA $21.31,CA $4.80
9302,7924-1,CA $19.50,CA $4.50
9303,7929-1,CA $101.13,CA $52.54
9304,7930-1,CA $129.75,CA $70.10
9305,793-1,-,CA $20.15
9306,7931-1,CA $242.63,CA $98.13
9307,7936-1,CA $126.55,CA $66.50
9308,7937-1,CA $178.09,CA $101.62
9309,7938-1,CA $321.21,CA $138.90
9310,7939-1,CA $403.70,CA $143.01
9311,794-1,-,CA $35.70
9312,7942-1,CA $30.30,CA $10.75
9313,7944-1,CA $129.70,CA $50.16
9314,7945-1,CA $177.05,CA $86.08
9315,7946-1,CA $529.57,CA $278.93
9316,7947-1,CA $250.48,CA $117.93
9317,7948-1,CA $99.83,CA $40.67
9318,7949-1,CA $47.34,CA $23.33
9319,7950-1,CA $31.45,CA $18.32
9320,795-1,CA $23.54,CA $22.48
9321,7952-1,CA $110.56,-
9322,7953-1,CA $14.51,CA $7.86
9323,7955-1,CA $28.77,CA $12.12
9324,7956-1,CA $92.98,CA $48.22
9325,7957-1,CA $108.71,CA $39.38
9326,7958-1,CA $92.30,CA $48.22
9327,7959-1,CA $88.50,CA $55.04
9328,796-1,CA $39.28,-
9329,7961-1,CA $148.43,CA $75.91
9330,7962-1,CA $258.03,CA $127.35
9331,7964-1,CA $523.17,CA $238.38
9332,7965-1,CA $383.31,CA $195.33
9333,7967-1,CA $33.57,CA $34.79
9334,7968-1,CA $26.71,CA $7.84
9335,7970-1,CA $31.33,CA $9.28
9336,797-1,-,CA $9.74
9337,7971-1,CA $34.69,CA $7.61
9338,7976-1,CA $17.93,CA $6.69
9339,7977-1,CA $28.64,CA $14.94
9340,7978-1,CA $81.16,CA $30.73
9341,7979-1,CA $126.32,-
9342,798-1,CA $28.37,-
9343,7984-1,CA $66.84,CA $33.05
9344,7985-1,CA $241.28,CA $135.23
9345,7990-1,CA $103.94,CA $33.07
9346,799-1,CA $21.97,CA $27.00
9347,7991-1,CA $83.01,CA $30.79
9348,7992-1,CA $79.26,CA $32.05
9349,7993-1,CA $159.72,CA $88.35
9350,7994-1,CA $550.46,CA $236.44
9351,7996-1,CA $380.52,CA $147.38
9352,7997-1,CA $226.31,CA $135.18
9353,7998-1,CA $137.36,CA $56.58
9354,8000-1,CA $73.21,CA $33.65
9355,80006-1,CA $50.61,-
9356,80007-1,CA $77.98,CA $25.67
9357,80008-1,CA $80.35,-
9358,80009-1,CA $96.17,-
9359,800-1,-,CA $69.30
9360,80010-1,CA $125.13,-
9361,8001-1,CA $102.75,CA $86.02
9362,80011-1,CA $145.53,-
9363,80012-1,CA $209.61,CA $161.47
9364,80013-1,CA $273.75,-
9365,80014-1,CA $90.03,-
9366,80015-1,CA $90.63,-
9367,80016-1,CA $157.80,-
9368,800-2,CA $27.93,CA $7.64
9369,8002-1,CA $367.25,CA $164.47
9370,8003-1,-,CA $4.31
9371,8004-1,CA $2.89,CA $4.96
9372,8005-1,CA $15.70,CA $4.79
9373,8006-1,CA $13.07,CA $6.02
9374,8007-1,CA $101.31,CA $74.83
9375,8008-1,CA $91.84,CA $47.72
9376,8009-1,CA $82.54,CA $42.94
9377,8010-1,CA $117.39,CA $74.10
9378,80101-1,CA $281.53,-
9379,80102-1,CA $290.68,-
9380,80103-1,CA $104.51,-
9381,80104-1,CA $176.14,-
9382,80105-1,CA $240.74,-
9383,801-1,CA $86.32,CA $51.05
9384,8011-1,CA $86.65,CA $47.93
9385,801-2,CA $37.91,CA $12.54
9386,8012-1,CA $84.73,CA $68.92
9387,8014-1,CA $82.52,CA $31.11
9388,8015-1,CA $40.36,CA $17.81
9389,8016-1,CA $122.92,CA $47.61
9390,8017-1,CA $210.12,CA $79.58
9391,8018-1,CA $284.23,CA $98.76
9392,8019-1,CA $314.76,CA $124.82
9393,8020-1,CA $96.33,CA $20.27
9394,802-1,CA $76.01,CA $18.03
9395,802-2,CA $25.89,CA $25.10
9396,8022-1,CA $44.19,CA $18.71
9397,8024-1,-,CA $29.16
9398,8026-1,-,CA $13.96
9399,8028-1,CA $8.95,CA $4.61
9400,8030-1,-,CA $22.77
9401,803-1,CA $21.18,CA $15.16
9402,8031-1,CA $14.38,CA $7.10
9403,803-2,-,CA $52.16
9404,8032-1,CA $95.70,CA $31.70
9405,8033-1,CA $16.99,CA $5.74
9406,8034-1,CA $124.10,CA $39.01
9407,8035-1,CA $82.57,CA $38.57
9408,8036-1,CA $117.92,CA $53.68
9409,8037-1,CA $348.85,CA $141.73
9410,8038-1,CA $324.97,CA $189.51
9411,8039-1,CA $748.84,CA $380.55
9412,8040-1,CA $298.37,CA $44.48
9413,804-1,CA $29.37,-
9414,8041-1,CA $128.14,CA $100.19
9415,8042-1,CA $182.01,CA $100.00
9416,8043-1,CA $822.23,CA $363.87
9417,8044-1,CA $95.37,CA $56.41
9418,8045-1,CA $39.04,CA $17.02
9419,8046-1,CA $51.32,CA $16.95
9420,8047-1,CA $85.48,CA $31.67
9421,8048-1,CA $126.02,CA $45.73
9422,8049-1,CA $182.59,CA $102.72
9423,8050-1,-,CA $46.51
9424,805-1,CA $41.66,-
9425,8051-1,CA $258.03,CA $95.90
9426,8052-1,CA $425.07,CA $126.68
9427,8053-1,CA $351.29,CA $165.85
9428,8054-1,CA $251.12,CA $80.53
9429,8055-1,CA $257.30,CA $47.06
9430,8056-1,CA $19.99,CA $8.47
9431,8057-1,CA $18.39,CA $9.95
9432,8058-1,CA $49.11,CA $15.83
9433,8059-1,CA $45.53,CA $14.99
